,active,address,address_line_2,city,county,createdate,dayphone,license,organization,state,type,ubi,zip
1012,ACTIVE (ISSUED),24862 BENHAM RD STE A,,MOUNT VERNON,SKAGIT,20171208,3608549333,416462,NORTHWEST GROWN PRODUCTS,WA,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,6033591220010000,982738080
1013,ACTIVE (ISSUED),2134 PACIFIC ST,,BELLINGHAM,WHATCOM,20170307,3603253149,416308,CANNABIS KING GARDENS,WA,MARIJUANA PRODUCER TIER 1/MARIJUANA PROCESSOR,6031564630010000,982295825
1014,ACTIVE (ISSUED),7550 US 97,,PESHASTIN,CHELAN,20171205,5033177035,422954,AMERICAN HARVEST,WA,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,6033525730010000,988470000
1015,ACTIVE (ISSUED),9790 PADILLA HEIGHTS RD,,ANACORTES,SKAGIT,20171209,3604217131,415841,AGRI-GREEN NORTHWEST,WA,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,6033552000010000,982218697
1016,ACTIVE (ISSUED),816 72ND ST E,,TACOMA,PIERCE,20171114,2533127286,425686,POT ZONE,WA,MARIJUANA RETAILER,6033538680010000,983660926
1017,ACTIVE (ISSUED),540 RON LEE LANE NW,,OLYMPIA,THURSTON,20180213,2538826344,412612,NORTHWEST RECREATIONAL,WA,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,6033497630010000,985020000
1018,ACTIVE (ISSUED),830 HIGHWAY 7,SUITE A,TONASKET,OKANOGAN,20180303,2538584837,417482,CRESCENT VALLEY FARMS,WA,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,6026960440010000,988550000
1019,ACTIVE (ISSUED),2632 S 38TH ST STE A,,TACOMA,PIERCE,20170628,2532413261,424473,TACOMA HOUSE OF CANNABIS,WA,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,6035188950010000,984097304
1020,ACTIVE (ISSUED),13118 328TH AVE NE STE A,,DUVALL,KING,20171109,4258644849,416517,HONEY CREEK ENTERPRISES,WA,MARIJUANA PRODUCER TIER 1/MARIJUANA PROCESSOR,6033568650010000,980197234
1021,ACTIVE (ISSUED),106 SE WEIR ST UNIT 6,UNIT 6,CAMAS,CLARK,20170926,5094240913,416819,PEN & INK,WA,MARIJUANA PROCESSOR,6033628080010000,986070000
1022,ACTIVE (ISSUED),49 BAILEY LOOP DRIVE STE B,,GOLDENDALE,KLICKITAT,20171024,5094690513,416791,HEALING GREENS,WA,MARIJUANA PRODUCER TIER 3,6035421390010000,986203707
1023,ACTIVE (ISSUED),1003 OLD PACIFIC HWY SE,,OLYMPIA,THURSTON,20171027,3609517798,412436,GREEN VALLEY SOCIETY,WA,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,6033431920010000,985139522
1024,ACTIVE (ISSUED),166 BENSON CREEK RD STE F,,TWISP,OKANOGAN,20161013,2066311906,417496,EVERGREEN FOREST,WA,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,6033578430010000,988569605
1025,ACTIVE (ISSUED),3108 A ST SE STE F,,AUBURN,KING,20180124,2537970959,412494,THE STASH BOX,WA,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,6033500580010000,980028811
1026,ACTIVE (ISSUED),190 GRAVES RD #A,,CURLEW,FERRY,20171116,5092070901,413711,VULCAN MOUNTAIN FARM,WA,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,6033489900010000,991180000
1027,ACTIVE (ISSUED),1615 BASIN ST SW,,EPHRATA,GRANT,20171219,3609154944,422239,2020 SOLUTIONS EPHRATA,WA,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,6035723460010000,988232134
1028,ACTIVE (ISSUED),14362A STRATFORD RD,,MOSES LAKE,GRANT,20170821,5097601278,412102,TITAN CULTIVATION,WA,MARIJUANA PRODUCER TIER 1/MARIJUANA PROCESSOR,6033363490010000,988370000
1029,ACTIVE (ISSUED),13241 ZELLER RD SE STE #1,,YELM,THURSTON,20170906,3604584945,416834,GREEN LEAF ESTATES,WA,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,6035085780010000,985979213
1030,ACTIVE (ISSUED),50 ROCK ISLAND RD,,EAST WENATCHEE,DOUGLAS,20180226,5098881597,413481,THE HAPPY CROP SHOPPE,WA,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,6033395640010000,988025352
1031,ACTIVE (ISSUED),7046 PACIFIC AVE,,TACOMA,PIERCE,20180124,2536917293,414889,HIGHWAY 7,WA,MARIJUANA RETAILER,6033581540010000,984087219
1032,ACTIVE (ISSUED),179 AIRPORT ROAD LOT 1,,TONASKET,OKANOGAN,20180206,3605360361,416809,TONASKET HIGH COUNTRY,WA,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,6034701080010000,988550000
1033,ACTIVE (ISSUED),21911 64TH AVE W   STE D,STE D,MOUNTLAKE TERRACE,SNOHOMISH,20171109,4259540640,415031,FWEEDOM CANNABIS,WA,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,6033575180010000,980430000
1034,ACTIVE (ISSUED),80 MARION RD    BLDG B,,ELMA,GRAYS HARBOR,20170908,9075292934,412435,NORTHWEST HARVESTING CO,WA,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,6033434190010000,985419104
1035,ACTIVE (ISSUED),1132 NW STATE AVE STE A,STE A,CHEHALIS,LEWIS,20171207,2068528980,413657,CHILIWIST CREEK FARM,WA,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,6033571060010000,985321829
1036,ACTIVE (ISSUED),"2947 E HWY 101  STE A, B",SUITE A AND B,PORT ANGELES,CLALLAM,20171202,3609096327,422460,SWEET RELIEF CANNABIS EXPRESS,WA,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,6035784900010000,983629059
1037,ACTIVE (ISSUED),18514 RD 8 NW,,QUINCY,GRANT,20171106,5093982142,417526,G-7 GROW,WA,MARIJUANA PROCESSOR,6033533870010000,988489609
1038,ACTIVE (ISSUED),110 AIRPORT ROAD PICKENS MTN,,OROVILLE,OKANOGAN,20180305,2066696053,412862,PICKENS MOUNTAIN CANNABIS,WA,MARIJUANA PRODUCER TIER 3,6033627510010000,988449491
1039,ACTIVE (ISSUED),1107 E 1ST AVE,,SPOKANE,SPOKANE,20171216,5099937199,413210,CANNA PHARMZ COMPANY,WA,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,6033564260010000,992020000
1040,ACTIVE (ISSUED),443 CARLON LOOP RD STE A,,LONGVIEW,COWLITZ,20171205,3604254211,413020,GROWN IN WA,WA,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,6033512170010000,986329601
1041,ACTIVE (ISSUED),927 W MAIN ST,,WALLA WALLA,WALLA WALLA,20180206,5098764946,415641,WALLA WALLA CANNABIS COMPANY,WA,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,6033593720010000,993622746
1042,ACTIVE (ISSUED),13055 ROAD 2 NE UNIT 1,UNIT 1,MOSES LAKE,GRANT,20180105,2067861526,415764,CARSON UNLIMITED,WA,MARIJUANA PRODUCER TIER 3,6032615550010000,988379468
1043,ACTIVE (ISSUED),27602 N MONROE RD,UNIT T,DEER PARK,SPOKANE,20171214,5094875500,424637,CANNACARRY,WA,MARIJUANA TRANSPORTATION,6018324920010000,990065032
1044,ACTIVE (ISSUED),8531 POSTMA RD STE C,,MOXEE,YAKIMA,20171220,2062271835,419100,SKAGIT AGRICULTURE,WA,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,6033578920010000,989369317
1045,ACTIVE (ISSUED),9574 OLD HWY 99 NORTH RD STE B,,BURLINGTON,SKAGIT,20180222,3607550755,420801,THE JOINT,WA,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,6035879910010000,982336811
1046,ACTIVE (ISSUED),26425 S RUPP RD  UNIT 5,,CHENEY,SPOKANE,20180108,5099816270,415924,MONTGOMERY AVE GROWERS,WA,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,6033579080010000,990040000
1047,ACTIVE (ISSUED),19003 SE 416TH ST  STE A,,ENUMCLAW,KING,20180111,2533352521,414232,MAS FARMS,WA,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,6033727230010000,980229135
1048,ACTIVE (ISSUED),2524 N MACHIAS RD,,LAKE STEVENS,SNOHOMISH,20170929,4252203666,416107,GOLDEN TREE,WA,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,6034458540010000,982580000
1049,ACTIVE (ISSUED),1199 W CUNNINGHAM RD,STE J,OTHELLO,ADAMS,20171227,4259415373,412134,ELEMENT,WA,MARIJUANA PRODUCER TIER 3,6033464070010000,993449004
1050,ACTIVE (ISSUED),1502 CENTER ST,,TACOMA,PIERCE,20170817,3604701678,417118,HOAK GREEN,WA,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,6033183900010000,984097924
1051,ACTIVE (ISSUED),5717 NE 121ST AVE,,VANCOUVER,CLARK,20171230,3605139691,415971,CEDAR CREEK CANNABIS,WA,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,6035684000010000,986826284
1052,ACTIVE (ISSUED),1350 ATLANTIC AVE,,WOODLAND,COWLITZ,20180117,3607314157,421929,TRU GREENTHUMB,WA,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,6035599710010000,986748457
1053,ACTIVE (ISSUED),"3928 171ST AVE NE, STE A",,SNOHOMISH,SNOHOMISH,20171130,3606314508,412295,GREENRUSH,WA,MARIJUANA PRODUCER TIER 1/MARIJUANA PROCESSOR,6033469140010000,982904468
1054,ACTIVE (ISSUED),21037 BUCODA HWY SE,,CENTRALIA,THURSTON,20170708,2534055065,417134,150 POUNDERS,WA,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,6024012150010000,985319501
1055,ACTIVE (ISSUED),14343 15TH AVE NE,,SEATTLE,KING,20170929,2066438576,414785,GRASS,WA,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,6033280120010000,981253162
1056,ACTIVE (ISSUED),4712 PACIFIC HWY,,BELLINGHAM,WHATCOM,20171102,3603194102,417469,TOP SHELF CANNABIS,WA,MARIJUANA RETAILER,6031526790010000,982269049
1057,ACTIVE (ISSUED),2795 ROAD D NE,,MOSES LAKE,GRANT,20180126,5095946333,416822,GROW-TECH,WA,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,6033627900010000,988379688
1058,ACTIVE (ISSUED),11522 CANYON RD E,,PUYALLUP,PIERCE,20170713,2537209769,423492,NORTHWEST CANNABIS CONNECTION,WA,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,6032284040010000,983734360
1059,ACTIVE (ISSUED),485 STATE ROUTE 409,,CATHLAMET,WAHKIAKUM,20170929,8084792546,412096,LAND OF LIZARDS,WA,MARIJUANA PRODUCER TIER 1/MARIJUANA PROCESSOR,6033413380010000,986120000
1060,ACTIVE (ISSUED),6503 DELPHI RD NW STE A,,OLYMPIA,THURSTON,20171201,3609721229,416092,OLY SMOKES,WA,MARIJUANA PRODUCER TIER 1/MARIJUANA PROCESSOR,6018773140010000,985122848
1061,ACTIVE (ISSUED),18 RIVERVIEW RD B-2,,OMAK,OKANOGAN,20180103,3609277967,415765,FARMWEST 2,WA,MARIJUANA PROCESSOR,6032629010010000,988419415
1062,ACTIVE (ISSUED),26268 TWELVE TREES LN STE 140,STE 140,POULSBO,KITSAP,20180604,2068513487,413632,QUALITY GREEN TREES,WA,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,6033553700010000,983706402
1063,ACTIVE (ISSUED),211 ROWLAND ROAD,,SEDRO WOOLLEY,SKAGIT,20180621,3609412728,415732,BANANO BUDS,WA,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,6034485240010000,982840000
1064,ACTIVE (ISSUED),3171 GOLDIE RD BLDG E,,OAK HARBOR,ISLAND,20180410,2062263222,416175,AUTREES NURSERY,WA,MARIJUANA PRODUCER TIER 1/MARIJUANA PROCESSOR,6035197560010000,982772732
1065,ACTIVE (ISSUED),100 DOW RD,,DALLESPORT,KLICKITAT,20180331,5096076942,413038,WOW WEED,WA,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,6033564920010000,986170677
1066,ACTIVE (ISSUED),14702 HIGHWAY 99,,LYNNWOOD,SNOHOMISH,20180619,4255829385,425498,HYPEHERBALLY,WA,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,6033066060010000,980875522
1067,ACTIVE (ISSUED),19211 SEAWAY ST SW,,ROCHESTER,THURSTON,20180509,3603049548,426765,PURE MAGIC,WA,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,6033475760010000,985799201
1068,ACTIVE (ISSUED),14 MONKEY GRASS RD STE F,STE F,OMAK,OKANOGAN,20180420,5092644694,412619,MONKEY GRASS FARMS,WA,MARIJUANA PROCESSOR,6033215040010000,988410000
1069,PENDING (ISSUED),8575 COMMERCE PL DR NE STE A,,LACEY,THURSTON,20180510,3606288457,415449,HARMONY FARMS,WA,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,6033499630010000,985161328
1070,PENDING (ISSUED),1410 IOWA ST STE 101,,BELLINGHAM,WHATCOM,20180605,3603935507,422190,EAGLE TREE FARMS,WA,MARIJUANA PROCESSOR,6029867770010000,982294710
1071,ACTIVE (ISSUED),7182 ROAD 16 NE F1,,MOSES LAKE,GRANT,20180531,2535093665,426018,DID CROPS,WA,MARIJUANA PROCESSOR,6033576440010000,988379325
1072,ACTIVE (ISSUED),5309 GUIDE MERIDIAN RD SUITE A,,BELLINGHAM,WHATCOM,20180612,3603063257,414539,HIGH SOCIETY,WA,MARIJUANA RETAILER,6034026890010000,982260000
1073,ACTIVE (ISSUED),2940 S M ST UNIT E,,TACOMA,PIERCE,20180409,2065521492,426350,502 DISTRIBUTION,WA,MARIJUANA PROCESSOR,6033560850010000,984098241
1074,ACTIVE (ISSUED),404 AUBURN WAY S STE 100,SUITE 100,AUBURN,KING,20180522,2063917365,422027,MARIJUANA DEPOT,WA,MARIJUANA RETAILER,6034015930010000,980025418
1075,ACTIVE (ISSUED),4800 40TH AVE SW STE B,STE B,SEATTLE,KING,20180126,2535072167,423402,ORIGINS CANNABIS,WA,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,6035624390010000,981164506
1076,ACTIVE (ISSUED),10900 MUKILTEO SPEEDWAY,,MUKILTEO,SNOHOMISH,20180509,2083403970,422811,RENGAR LLC,WA,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,6036041010010000,982750000
1077,ACTIVE (ISSUED),1199 W CUNNINGHAM RD  STE P2,STE P2,OTHELLO,ADAMS,20180523,2067796839,416353,BE KIND BUDS,WA,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,6032991040010000,983449004
1078,PENDING (ISSUED),43001 N GRIFFIN RD STE B,,GRANDVIEW,BENTON,20180604,2539851520,424365,OLYMPUS GROUP,WA,MARIJUANA PRODUCER TIER 1/MARIJUANA PROCESSOR,6034706820010000,989309041
1079,ACTIVE (ISSUED),68705 N 132 PR NE,,BENTON CITY,BENTON,20180518,5095393998,417394,CELSS MICRO FARMS,WA,MARIJUANA PRODUCER TIER 1,6033060360010000,993208761
1080,ACTIVE (ISSUED),820A WESTSIDE HWY,,KELSO,COWLITZ,20180621,3603550682,414280,FREEDOM MARKET,WA,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,6034103470010000,986264355
1081,PENDING (ISSUED),2310 WEST SUTTON RD STE D1,,OTHELLO,ADAMS,20180530,2538613367,415912,CASCADE CANNABIS RESOURCE,WA,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,6033571750010000,993440000
1082,ACTIVE (ISSUED),830 HWY 7  STE C,STE C,TONASKET,OKANOGAN,20180419,2538584831,417205,CRESCENT VALLEY FARMS,WA,MARIJUANA PROCESSOR,6026960440010000,988550000
1083,ACTIVE (ISSUED),35702 NW TOENJES RD,STE 3,WOODLAND,CLARK,20180412,5094277392,417324,SOG,WA,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,6033991990010000,986743721
1084,ACTIVE (ISSUED),831 N MILLER ST,,WENATCHEE,CHELAN,20180317,2533347082,423542,CANNABIS PROVISIONS EAST,WA,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,6031854210010000,988012046
1085,ACTIVE (ISSUED),318 MILL ST STE 710,SUITE 710,SHELTON,MASON,20180515,3605204025,417660,VAN HARTEN,WA,MARIJUANA PROCESSOR,6033177130010000,985840000
1086,ACTIVE (ISSUED),20917 NE 72ND AVE STE 102,STE 102,BATTLE GROUND,CLARK,20180503,3607106475,422443,YOGAS GREEN TIKI OF BELLINGHAM,WA,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,6040951930010000,986045227
1087,PENDING (ISSUED),2905 4TH AVE S,,SEATTLE,KING,20180404,5103339633,413174,CIRCANNA,WA,MARIJUANA PROCESSOR,6033537760010000,981341914
1088,ACTIVE (ISSUED),19805 74TH AVE NE,,ARLINGTON,SNOHOMISH,20180605,2066010095,425450,PROHIBITION BRANDS,WA,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,6033303330010000,982235021
1089,ACTIVE (ISSUED),9300 KIMMIE ST SW STE A,,TUMWATER,THURSTON,20180425,0,412738,CANNABIS NORTHWEST,WA,MARIJUANA PROCESSOR,6041131340010000,985129119
1090,ACTIVE (ISSUED),18791 CEDARDALE RD STE A,,MOUNT VERNON,SKAGIT,20180414,4253013049,417206,EDEN CANNABIS,WA,MARIJUANA PRODUCER TIER 1,6029086410010000,982740000
1091,ACTIVE (ISSUED),5609 4TH AVE S,,SEATTLE,KING,20180514,4254920604,417008,WAVE,WA,MARIJUANA PROCESSOR,6033558760010000,981082422
1092,ACTIVE (ISSUED),9369 8TH AVE S,,SEATTLE,KING,20180403,2066597730,415987,THC PARTNERS,WA,MARIJUANA PROCESSOR,6033565580010000,981084624
1093,PENDING (ISSUED),95 US HWY 101 STE A,,HOQUIAM,GRAYS HARBOR,20180604,3605892947,413339,GREEN HARVEST CANNABIS COMPANY,WA,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,6031564750010000,985500000
1094,ACTIVE (ISSUED),35151 NE AMMETER ROAD #A,,WASHOUGAL,CLARK,20180313,3608352745,412335,FOURTY YEAR BUD,WA,MARIJUANA PRODUCER TIER 1/MARIJUANA PROCESSOR,6026257370010000,986718448
1095,PENDING (ISSUED),2916 STATE ST STE 302,,EVERETT,SNOHOMISH,20180621,3608179001,421102,GRAVITY THIEVES,WA,MARIJUANA PROCESSOR,6035798090010000,982013842
1096,ACTIVE (ISSUED),13055 RD 2 NE UNIT 2,UNIT 2,MOSES LAKE,GRANT,20180320,2066975508,412763,ACTION VENTURES,WA,MARIJUANA PRODUCER TIER 3,6034801830010000,988370000
1097,ACTIVE (ISSUED),1533 MT BAKER RD,,EASTSOUND,SAN JUAN,20180620,3603175704,420390,ORCAS ISLAND CANNABIS,WA,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,6033043440010000,982450000
1098,ACTIVE (ISSUED),209 E 4TH ST SUITE B,,SPRAGUE,LINCOLN,20180329,2534051918,422701,2020 SOLUTIONS SPRAGUE,WA,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,6036006740010000,990320000
1099,ACTIVE (ISSUED),"421 CHESAW RD LOT 1, UNIT A",UNIT A,OROVILLE,OKANOGAN,20180619,5099997543,425795,RAVENS KEEP,WA,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,6033490650010000,988449641
1100,ACTIVE (ISSUED),7262 RAINIER AVE S STE B,,SEATTLE,KING,20180605,2064201042,426199,SEATTLE CANNABIS CO.,WA,MARIJUANA RETAILER,6033364470010000,981183864
1101,ACTIVE (ISSUED),9011 W NEWKIRK RD STE A,,SPOKANE,SPOKANE,20180614,4254441930,412737,HONOR ROLE,WA,MARIJUANA PRODUCER TIER 2,6034564020010000,992249353
1102,PENDING (ISSUED),3911 E TRENT AVE,,SPOKANE,SPOKANE,20180612,5092413577,412337,YIELD FARMS,WA,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,6035078950010000,992024424
1103,ACTIVE (ISSUED),306 W MAIN ST,,ELMA,GRAYS HARBOR,20180423,3605616972,426678,420 ELMA ON MAIN,WA,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,6035792630010000,985410000
1104,ACTIVE (ISSUED),4807 N REBECCA ST STE A,,SPOKANE,SPOKANE,20180611,5092794729,417155,DANDELION FARMS,WA,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,6034541600010000,992176751
1105,PENDING (ISSUED),18791 CEDARDALE RD STE B,,MOUNT VERNON,SKAGIT,20180621,4254197415,416425,OPTIMIZED PROPOGATION LIMITED LIABILITY COMPA,WA,MARIJUANA PRODUCER TIER 1/MARIJUANA PROCESSOR,6033568030010000,982747592
1106,ACTIVE (ISSUED),6527 4TH AVE S,,SEATTLE,KING,20180525,4256799399,415766,MFUSED,WA,MARIJUANA PROCESSOR,6040124080010000,981083217
1107,ACTIVE (ISSUED),186 CHEROKEE RD,STE B,OMAK,OKANOGAN,20180503,3603573466,423700,RON JOHNSON,WA,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,6033622390010000,988419476
1108,PENDING (ISSUED),208 E PINE ST,,SHELTON,MASON,20180616,2063513193,425605,EVERGREEN MEADOWS,WA,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,6032170680010000,985841418
1109,PENDING (ISSUED),221 BRUENN AVE,,BREMERTON,KITSAP,20180615,2063244872,416669,VAJRADHARA PRODUCTS LLC,WA,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,6035742140010000,983123107
1110,ACTIVE (ISSUED),4220 MERIDIAN ST STE 102,,BELLINGHAM,WHATCOM,20180625,3605262198,413886,GREEN LEAF,WA,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,6033576180010000,982269153
1111,PENDING (ISSUED),18001 E EUCLID AVE STE D,,SPOKANE VALLEY,SPOKANE,20180405,5099997517,416670,PURFORM LABS DISTRIBUTION,WA,MARIJUANA PROCESSOR,6040257090010000,992160000
1112,PENDING (ISSUED),2840 E HWY 101,,PORT ANGELES,CLALLAM,20180622,5099990148,422525,SATORI,WA,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,6035649550010000,983629080
1113,ACTIVE (ISSUED),1330 SE BISHOP BLVD,,PULLMAN,WHITMAN,20180323,5099947051,417114,SATORI,WA,MARIJUANA RETAILER,6034054510010000,991630000
1114,ACTIVE (ISSUED),9403 E TRENT AVE,,MILLWOOD,SPOKANE,20180601,5093096974,82587,NXNW RETAIL LLC/CANNABIS & GLASS,WA,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,6033510980010000,992064218
1115,PENDING (ISSUED),11700 NE 154TH ST STE B,,BRUSH PRAIRIE,CLARK,20180505,3609097970,412060,WELWATER,WA,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,6031765730010000,986069572
1116,ACTIVE (ISSUED),28011 NE 4TH PL,,REDMOND,KING,20180322,4252223572,412736,PACIFIC NORTHWEST PRODUCER,WA,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,6033542780010000,980539000
1117,ACTIVE (ISSUED),RETIAL TITLE CERTIFICATE,,YAKIMA,YAKIMA,20180123,5094065852,424647,THE OL' POT SHOPPE,WA,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,6035688340010000,989088929
1118,ACTIVE (ISSUED),10859 1ST AVE S STE A,,SEATTLE,KING,20180613,2532617600,415658,NIMBIN FARM,WA,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,6031887750010000,981681309
1119,PENDING (ISSUED),234805 E STRAIGHT BANK RD #B,#B,FINLEY,BENTON,20180619,5092949936,415826,FIVE LEAVES,WA,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,6033544210010000,993370000
1120,ACTIVE (ISSUED),7220 201ST ST NE,,ARLINGTON,SNOHOMISH,20180626,4253756344,425401,DA VINCI,WA,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,6033351900010000,982237477
1121,PENDING (ISSUED),6515 E MILL PLAIN BLVD,,VANCOUVER,CLARK,20180327,3605974739,413732,NEW VANSTERDAM,WA,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,6033524150010000,986617455
1122,ACTIVE (ISSUED),1717 NE ANDRESEN RD,,VANCOUVER,CLARK,20180529,4257896996,421568,BUD HUT,WA,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,6035481120010000,986616890
1123,ACTIVE (ISSUED),10517 W BALMER RD STE A,,SPOKANE,SPOKANE,20180314,5094817925,412016,FIVE STAR CANNABIS,WA,MARIJUANA PRODUCER TIER 1/MARIJUANA PROCESSOR,6040529000010000,992249153
1124,ACTIVE (ISSUED),10847 1ST AVE S STE B,,SEATTLE,KING,20180518,4254200229,426818,"THE FOUR TWENTY COLLECTION, LTD",WA,MARIJUANA PROCESSOR,6032939160010000,981681309
1125,ACTIVE (ISSUED),9631 LATHROP INDUSTRIAL DR SW,,TUMWATER,THURSTON,20180406,3604644199,412879,NORTHWEST CANNABIS SOLUTIONS,WA,MARIJUANA PRODUCER TIER 3,6033074630010000,985120000
1126,PENDING (ISSUED),3406 OBRIEN RD SITE B,,PORT ANGELES,CLALLAM,20180608,3606703825,412677,NW GREEN ACRES,WA,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,6040570750010000,983627429
1127,ACTIVE (ISSUED),5805 E SHARP AVE  STE C1,"STE C1,C2,C3,C201,B101",SPOKANE VALLEY,SPOKANE,20180418,5092792409,416008,CONSCIOUS CANNABIS,WA,MARIJUANA PROCESSOR,6033593090010000,992120955
1128,PENDING (ISSUED),9444 LUNDEEN RD SW STE A,,ROCHESTER,THURSTON,20180616,3602806189,417513,LIT FUSE NURSERY,WA,MARIJUANA PRODUCER TIER 1/MARIJUANA PROCESSOR,6033028940010000,985799008
1129,ACTIVE (ISSUED),7510 5TH AVE S,SUITE B,SEATTLE,KING,20180307,2066836707,416699,PROHIBITION GOLD,WA,MARIJUANA PROCESSOR,6033551090010000,981080000
1130,ACTIVE (ISSUED),RETAIL TITLE CERTIFICATE,,LAKEWOOD,PIERCE,20170912,2534684440,355804,J & K CANNABIS,WA,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,6030890680010000,984991030
1131,PENDING (ISSUED),133 HOWERTON AVE SE STE B,,ILWACO,PACIFIC,20180608,3607036090,421757,FREEDOM MARKET ILWACO,WA,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,6040523690010000,986249088
1132,ACTIVE (ISSUED),1305 S HAYFORD RD STE A,,AIRWAY HEIGHTS,SPOKANE,20180313,5099444350,414716,THE TOP SHELF,WA,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,6033576000010000,992245276
1133,ACTIVE (ISSUED),3615 E TRENT AVE,,SPOKANE,SPOKANE,20180430,5095341167,414038,VIRGINIA COMPANY,WA,MARIJUANA PROCESSOR,6032862770010000,992024418
